id,country,Year (2010-2018),gini_index,palma,ratio_top20bottom20,bottom40,region_un,oecd (Countries that support the free market),incomegroup, gdp_ppp_pc_usd2011 , population 
8527,Poland,2009,30.3,,,,Europe,OECD,High income,20858,38324870
8528,Poland,2009,31.9,,,,Europe,OECD,High income,20858,38324870
8529,Poland,2009,46.6,,,,Europe,OECD,High income,20858,38324870
8530,Poland,2009,33.35,1.31,5.62,19.71,Europe,OECD,High income,20843,38351924
8531,Poland,2009,33.58,1.33,5.32,19.95,Europe,OECD,High income,20843,38351924
8532,Poland,2010,34.6,1.4,5.97,19.13,Europe,OECD,High income," $21,608.00 "," 38,329,784.00 "
8533,Poland,2010,31.3,1.19,4.94,21,Europe,OECD,High income," $21,608.00 "," 38,329,784.00 "
8534,Poland,2010,33.9,1.35,5.44,19.7,Europe,OECD,High income," $21,608.00 "," 38,329,784.00 "
8535,Poland,2010,30.1,1.12,4.45,21.84,Europe,OECD,High income," $21,608.00 "," 38,329,784.00 "
8536,Poland,2010,31.1,1.16,4.96,20.9,Europe,OECD,High income," $21,608.00 "," 38,329,784.00 "
8537,Poland,2010,30.5,,,,Europe,OECD,High income," $21,611.00 "," 38,323,402.00 "
8538,Poland,2010,32,,,,Europe,OECD,High income," $21,611.00 "," 38,323,402.00 "
8539,Poland,2010,46.8,,,,Europe,OECD,High income," $21,611.00 "," 38,323,402.00 "
8540,Poland,2010,33.21,1.3,5.57,19.77,Europe,OECD,High income," $21,608.00 "," 38,329,784.00 "
8541,Poland,2010,33.22,1.31,5.26,20.04,Europe,OECD,High income," $21,608.00 "," 38,329,784.00 "
8542,Poland,2011,31.1,1.17,4.95,20.9,Europe,OECD,High income," $22,717.00 "," 38,286,824.00 "
8543,Poland,2011,30.1,,,,Europe,OECD,High income," $22,697.00 "," 38,320,947.00 "
8544,Poland,2011,31.6,,,,Europe,OECD,High income," $22,697.00 "," 38,320,947.00 "
8545,Poland,2011,46.3,,,,Europe,OECD,High income," $22,697.00 "," 38,320,947.00 "
8546,Poland,2011,33.18,1.3,5.58,19.68,Europe,OECD,High income," $22,717.00 "," 38,286,824.00 "
8547,Poland,2011,32.78,1.28,5.18,20.2,Europe,OECD,High income," $22,717.00 "," 38,286,824.00 "
8548,Poland,2012,30.9,1.16,4.94,20.9,Europe,OECD,High income," $23,119.00 "," 38,227,032.00 "
8549,Poland,2012,29.7,,,,Europe,OECD,High income," $23,064.00 "," 38,317,404.00 "
8550,Poland,2012,31.1,,,,Europe,OECD,High income," $23,064.00 "," 38,317,404.00 "
8551,Poland,2012,46.3,,,,Europe,OECD,High income," $23,064.00 "," 38,317,404.00 "
8552,Poland,2012,33.02,1.28,5.57,19.71,Europe,OECD,High income," $23,119.00 "," 38,227,032.00 "
8553,Poland,2012,32.39,1.25,5.06,20.44,Europe,OECD,High income," $23,119.00 "," 38,227,032.00 "
8554,Poland,2013,35.2,1.44,6.34,18.61,Europe,OECD,High income," $23,483.00 "," 38,158,044.00 "
8555,Poland,2013,32.1,1.23,5.2,20.59,Europe,OECD,High income," $23,483.00 "," 38,158,044.00 "
8556,Poland,2013,33.1,1.3,5.27,20.01,Europe,OECD,High income," $23,483.00 "," 38,158,044.00 "
8557,Poland,2013,29,1.06,4.22,22.34,Europe,OECD,High income," $23,483.00 "," 38,158,044.00 "
8558,Poland,2013,30.7,1.14,4.86,21.1,Europe,OECD,High income," $23,483.00 "," 38,158,044.00 "
8559,Poland,2013,29.9,,,,Europe,OECD,High income," $23,390.00 "," 38,309,451.00 "
8560,Poland,2013,31.2,,,,Europe,OECD,High income," $23,390.00 "," 38,309,451.00 "
8561,Poland,2013,46.4,,,,Europe,OECD,High income," $23,390.00 "," 38,309,451.00 "
8562,Poland,2013,33.14,1.29,5.59,19.66,Europe,OECD,High income," $23,483.00 "," 38,158,044.00 "
8563,Poland,2013,32.55,1.26,5.12,20.3,Europe,OECD,High income," $23,483.00 "," 38,158,044.00 "
8564,Poland,2014,30.8,1.14,4.92,21,Europe,OECD,High income," $24,305.00 "," 38,091,092.00 "
8565,Poland,2014,29.8,,,,Europe,OECD,High income," $24,176.00 "," 38,293,060.00 "
8566,Poland,2014,31.1,,,,Europe,OECD,High income," $24,176.00 "," 38,293,060.00 "
8567,Poland,2014,46.6,,,,Europe,OECD,High income," $24,176.00 "," 38,293,060.00 "
8568,Poland,2014,32.82,1.27,5.55,19.86,Europe,OECD,High income," $24,305.00 "," 38,091,092.00 "
8569,Poland,2014,32.08,1.23,5.03,20.46,Europe,OECD,High income," $24,305.00 "," 38,091,092.00 "
8570,Poland,2015,30.6,1.13,4.91,21.1,Europe,OECD,High income," $25,276.00 "," 38,034,076.00 "
8571,Poland,2015,29.2,,,,Europe,OECD,High income," $25,123.00 "," 38,265,226.00 "
8572,Poland,2015,30.5,,,,Europe,OECD,High income," $25,123.00 "," 38,265,226.00 "
8573,Poland,2015,45.5,,,,Europe,OECD,High income," $25,123.00 "," 38,265,226.00 "
8574,Poland,2015,31.75,1.2,5.3,20.25,Europe,OECD,High income," $25,276.00 "," 38,034,076.00 "
8575,Poland,2015,31.82,1.21,4.95,20.64,Europe,OECD,High income," $25,276.00 "," 38,034,076.00 "
8576,Poland,2016,31.3,1.17,5.02,20.81,Europe,OECD,High income," $26,080.00 "," 37,989,220.00 "
8577,Poland,2016,28.8,1.04,4.41,22.31,Europe,OECD,High income," $26,080.00 "," 37,989,220.00 "
8578,Poland,2016,31.4,1.19,4.78,21,Europe,OECD,High income," $26,080.00 "," 37,989,220.00 "
8579,Poland,2016,27.7,0.99,3.96,23.06,Europe,OECD,High income," $26,080.00 "," 37,989,220.00 "
8580,Poland,2016,29.8,1.08,4.78,21.3,Europe,OECD,High income," $26,080.00 "," 37,989,220.00 "
8581,Poland,2016,28.4,1.01,4.41,22.26,Europe,OECD,High income," $26,080.00 "," 37,989,220.00 "
8582,Poland,2016,30.8,1.16,4.64,21.31,Europe,OECD,High income," $26,080.00 "," 37,989,220.00 "
8583,Poland,2017,29.2,1.05,4.57,22.1,Europe,OECD,High income," $27,362.00 "," 37,953,176.00 "
8584,Poland,2018,27.8,0.98,4.27,22.6,Europe,OECD,High income," $28,795.00 "," 37,921,584.00 "
8585,Portugal,1973,40.6,,8.07,16.31,Europe,OECD,High income,,8958962
8586,Portugal,1980,32,1.2,5.05,20.1,Europe,OECD,High income,,9804851
8587,Portugal,1980,33,1.37,5.61,19.53,Europe,OECD,High income,,9804851
8588,Portugal,1980,36.8,1.55,7.68,17.04,Europe,OECD,High income,,9804851
8589,Portugal,1980,39.6,1.88,7.77,16.45,Europe,OECD,High income,,9804851
8590,Portugal,1990,31,1.16,4.9,20.9,Europe,OECD,High income,20227,9953327
8591,Portugal,1990,32,1.29,5.18,20.17,Europe,OECD,High income,20227,9953327
8592,Portugal,1990,36.8,1.55,7.51,16.94,Europe,OECD,High income,20227,9953327
8593,Portugal,1990,36.8,1.67,6.83,17.59,Europe,OECD,High income,20227,9953327
8594,Portugal,1991,35.6,,6.58,18.11,Europe,OECD,High income,21067,9974195
8595,Portugal,1995,37,1.65,7.33,17,Europe,OECD,High income,21710,10091322
8596,Portugal,1996,36,1.5,7.17,18,Europe,OECD,High income,22374,10134016
8597,Portugal,1997,36,1.56,7.33,18,Europe,OECD,High income,23271,10174564
8598,Portugal,1998,37,1.47,6.29,19,Europe,OECD,High income,24292,10214046
8599,Portugal,1999,36,1.47,6.29,19,Europe,OECD,High income,25137,10254501
8600,Portugal,2000,36,1.42,6.14,19,Europe,OECD,High income,25981,10297117
8601,Portugal,2001,37,1.61,6.29,18,Europe,OECD,High income,26373,10341456
8602,Portugal,2003,38.74,1.73,7.33,17.44,Europe,OECD,High income,26105,10429615
8603,Portugal,2004,37.8,1.65,6.92,17.8,Europe,OECD,High income,26473,10470926
8604,Portugal,2004,38.4,,,,Europe,OECD,High income,26328,10528268
8605,Portugal,2004,38.4,,,,Europe,OECD,High income,26328,10528268
8606,Portugal,2004,50.5,,,,Europe,OECD,High income,26328,10528268
8607,Portugal,2004,38.9,1.75,7.2,17.59,Europe,OECD,High income,26473,10470926
8608,Portugal,2005,38.1,1.69,6.92,17.9,Europe,OECD,High income,26580,10508494
8609,Portugal,2005,37.9,,,,Europe,OECD,High income,26436,10565723
8610,Portugal,2005,37.8,,,,Europe,OECD,High income,26436,10565723
8611,Portugal,2005,50.4,,,,Europe,OECD,High income,26436,10565723
8612,Portugal,2005,38.47,1.7,6.92,17.96,Europe,OECD,High income,26580,10508494
8613,Portugal,2006,37.7,1.64,6.69,18.3,Europe,OECD,High income,26905,10542837
8614,Portugal,2006,36.9,,,,Europe,OECD,High income,26760,10599951
8615,Portugal,2006,41.4,,,,Europe,OECD,High income,26760,10599951
8616,Portugal,2006,52.9,,,,Europe,OECD,High income,26760,10599951
8617,Portugal,2006,38.06,1.66,6.77,17.84,Europe,OECD,High income,26905,10542837
8618,Portugal,2007,36.8,1.56,6.43,18.4,Europe,OECD,High income,27497,10573150
8619,Portugal,2007,36.1,,,,Europe,OECD,High income,27349,10630120
8620,Portugal,2007,40.2,,,,Europe,OECD,High income,27349,10630120
8621,Portugal,2007,51.9,,,,Europe,OECD,High income,27349,10630120
8622,Portugal,2007,36.75,1.56,6.44,18.45,Europe,OECD,High income,27497,10573150
8623,Portugal,2008,35.8,1.49,6.13,18.8,Europe,OECD,High income,27494,10595312
8624,Portugal,2008,35.5,,,,Europe,OECD,High income,27347,10652099
8625,Portugal,2008,39.6,,,,Europe,OECD,High income,27347,10652099
8626,Portugal,2008,51.9,,,,Europe,OECD,High income,27347,10652099
8627,Portugal,2008,36.63,1.56,6.41,18.54,Europe,OECD,High income,27494,10595312
8628,Portugal,2009,35.4,1.46,6,19.2,Europe,OECD,High income,26653,10604066
8629,Portugal,2009,33.7,,,,Europe,OECD,High income,26511,10660616
8630,Portugal,2009,37.9,,,,Europe,OECD,High income,26511,10660616
8631,Portugal,2009,51.2,,,,Europe,OECD,High income,26511,10660616
8632,Portugal,2009,34.91,1.43,5.94,19.18,Europe,OECD,High income,26653,10604066
8633,Portugal,2010,33.7,1.35,5.53,19.7,Europe,OECD,High income," $27,179.00 "," 10,596,055.00 "
8634,Portugal,2010,34.1,,,,Europe,OECD,High income," $27,036.00 "," 10,652,321.00 "
8635,Portugal,2010,38.5,,,,Europe,OECD,High income," $27,036.00 "," 10,652,321.00 "
8636,Portugal,2010,51.8,,,,Europe,OECD,High income," $27,036.00 "," 10,652,321.00 "
8637,Portugal,2010,35.84,1.5,6.16,18.82,Europe,OECD,High income," $27,179.00 "," 10,596,055.00 "
8638,Portugal,2011,34.2,1.39,5.7,19.6,Europe,OECD,High income," $26,750.00 "," 10,569,388.00 "
8639,Portugal,2011,33.7,,,,Europe,OECD,High income," $26,609.00 "," 10,625,330.00 "
8640,Portugal,2011,39,,,,Europe,OECD,High income," $26,609.00 "," 10,625,330.00 "
8641,Portugal,2011,53.1,,,,Europe,OECD,High income," $26,609.00 "," 10,625,330.00 "
8642,Portugal,2011,36.34,1.53,6.39,18.72,Europe,OECD,High income," $26,750.00 "," 10,569,388.00 "
8643,Portugal,2012,34.5,1.39,5.79,19.6,Europe,OECD,High income," $25,778.00 "," 10,526,308.00 "
8644,Portugal,2012,33.7,,,,Europe,OECD,High income," $25,643.00 "," 10,581,821.00 "
8645,Portugal,2012,38.7,,,,Europe,OECD,High income," $25,643.00 "," 10,581,821.00 "
8646,Portugal,2012,53.3,,,,Europe,OECD,High income," $25,643.00 "," 10,581,821.00 "
8647,Portugal,2012,36.03,1.49,6.68,18.57,Europe,OECD,High income," $25,778.00 "," 10,526,308.00 "
8648,Portugal,2013,34.2,1.36,6.03,19.4,Europe,OECD,High income," $25,616.00 "," 10,473,025.00 "
8649,Portugal,2013,34.1,,,,Europe,OECD,High income," $25,483.00 "," 10,527,674.00 "
8650,Portugal,2013,40.3,,,,Europe,OECD,High income," $25,483.00 "," 10,527,674.00 "
8651,Portugal,2013,55.2,,,,Europe,OECD,High income," $25,483.00 "," 10,527,674.00 "
8652,Portugal,2013,36.19,1.5,6.89,18.26,Europe,OECD,High income," $25,616.00 "," 10,473,025.00 "
8653,Portugal,2014,34.5,1.38,6.22,19,Europe,OECD,High income," $25,981.00 "," 10,418,224.00 "
8654,Portugal,2014,33.8,,,,Europe,OECD,High income," $25,849.00 "," 10,471,168.00 "
8655,Portugal,2014,40.5,,,,Europe,OECD,High income," $25,849.00 "," 10,471,168.00 "
8656,Portugal,2014,54.5,,,,Europe,OECD,High income," $25,849.00 "," 10,471,168.00 "
8657,Portugal,2014,35.56,1.46,6.56,18.7,Europe,OECD,High income," $25,981.00 "," 10,418,224.00 "
8658,Portugal,2015,34,1.35,5.99,19.4,Europe,OECD,High income," $26,581.00 "," 10,368,346.00 "
8659,Portugal,2015,33.6,,,,Europe,OECD,High income," $26,454.00 "," 10,418,473.00 "
8660,Portugal,2015,40,,,,Europe,OECD,High income," $26,454.00 "," 10,418,473.00 "
8661,Portugal,2015,53.6,,,,Europe,OECD,High income," $26,454.00 "," 10,418,473.00 "
8662,Portugal,2015,35.52,1.46,6.38,18.7,Europe,OECD,High income," $26,581.00 "," 10,368,346.00 "
8663,Portugal,2016,33.9,1.34,5.91,19.4,Europe,OECD,High income," $27,206.00 "," 10,325,540.00 "
8664,Portugal,2016,33.1,1.3,5.62,19.96,Europe,OECD,High income," $27,206.00 "," 10,325,540.00 "
8665,Portugal,2017,33.5,1.31,5.71,19.9,Europe,OECD,High income," $28,067.00 "," 10,288,527.00 "
8666,Portugal,2018,32.1,1.23,5.22,20.5,Europe,OECD,High income," $28,759.00 "," 10,256,192.00 "
8667,Puerto Rico,1953,41.5,,,,Americas,Non-OECD,High income,,2221017
8668,Puerto Rico,1953,38.9,,,,Americas,Non-OECD,High income,,2221017
8669,Puerto Rico,1953,39.4,,,,Americas,Non-OECD,High income,,2221017
8670,Puerto Rico,1953,41.5,2.12,8.89,15.5,Americas,Non-OECD,High income,,2221017
8671,Puerto Rico,1963,42.4,2.08,7.28,16.8,Americas,Non-OECD,High income,,2491279
8672,Puerto Rico,1963,44.6,2.38,11.25,13.8,Americas,Non-OECD,High income,,2491279
8673,Puerto Rico,1963,44.1,,,,Americas,Non-OECD,High income,,2491279
8674,Puerto Rico,1963,44.9,,,,Americas,Non-OECD,High income,,2491279
8675,Puerto Rico,1963,46.3,,,,Americas,Non-OECD,High income,,2491279
8676,Puerto Rico,1963,39.8,,,,Americas,Non-OECD,High income,,2491279
8677,Puerto Rico,1963,44.3,,,,Americas,Non-OECD,High income,,2491279
8678,Puerto Rico,1963,44,,11.24,13.7,Americas,Non-OECD,High income,,2491279
8679,Puerto Rico,1963,44.9,2.45,11.24,13.7,Americas,Non-OECD,High income,,2491279
8680,Puerto Rico,1969,52.3,,30.11,9.2,Americas,Non-OECD,High income,,2680218
8681,Puerto Rico,1969,51.6,,,,Americas,Non-OECD,High income,,2680218
8682,Puerto Rico,1977,38.7,,,,Americas,Non-OECD,High income,,3036746
8683,Puerto Rico,1977,32.2,,,,Americas,Non-OECD,High income,,3036746
8684,Puerto Rico,1977,39.7,1.79,8.29,16,Americas,Non-OECD,High income,,3036746
8685,Puerto Rico,1979,50.2,,18.14,10.6,Americas,Non-OECD,High income,,3140564
8686,Puerto Rico,1979,46.4,,,,Americas,Non-OECD,High income,,3140564
8687,Puerto Rico,1989,50.9,,18.34,10,Americas,Non-OECD,High income,,3486630
8688,Puerto Rico,1999,55.8,,23.98,9.15,Americas,Non-OECD,High income,30213,3786575
8689,Puerto Rico,2003,55.8,,21,9.6,Americas,Non-OECD,High income,33488,3787268
8690,Qatar,2007,39,,,,Asia,Non-OECD,High income,118832,1189633
8691,Qatar,2007,29.3,,,,Asia,Non-OECD,High income,118832,1189633
8692,Qatar,2013,40.4,,,,Asia,Non-OECD,High income," $122,637.00 "," 2,250,473.00 "
8693,Qatar,2013,25.7,,,,Asia,Non-OECD,High income," $122,637.00 "," 2,250,473.00 "
8694,Qatar,2013,24.6,,3.44,24.4,Asia,Non-OECD,High income," $122,637.00 "," 2,250,473.00 "
8695,Reunion,1977,51,,,,Africa,Non-OECD,High income,,492286
8696,Romania,1989,15.5,,,,Europe,Non-OECD,Upper middle income,,23472581
8697,Romania,1989,23.7,0.76,3.35,24.89,Europe,Non-OECD,Upper middle income,,23472581
8698,Romania,1989,23.31,0.77,3.36,24.92,Europe,Non-OECD,Upper middle income,,23466412
8699,Romania,1989,31.2,,,,Europe,Non-OECD,Upper middle income,,23472581
8700,Romania,1989,23.3,0.77,3.35,24.92,Europe,Non-OECD,Upper middle income,,23472581
8701,Romania,1989,15.6,,2.15,,Europe,Non-OECD,Upper middle income,,23472581
8702,Romania,1990,22.7,0.77,3.18,25.56,Europe,Non-OECD,Upper middle income,11306,23489373
8703,Romania,1990,22.9,,,,Europe,Non-OECD,Upper middle income,11306,23489373
8704,Romania,1991,20.4,,,,Europe,Non-OECD,Upper middle income,9860,23454213
8705,Romania,1991,25.8,0.82,3.39,24.7,Europe,Non-OECD,Upper middle income,9860,23454213
8706,Romania,1991,24.3,,,,Europe,Non-OECD,Upper middle income,9860,23454213
8707,Romania,1991,27.1,,,,Europe,Non-OECD,Upper middle income,9860,23454213
8708,Romania,1991,20.5,,2.76,,Europe,Non-OECD,Upper middle income,9860,23454213
8709,Romania,1992,25.9,0.85,3.68,23.94,Europe,Non-OECD,Upper middle income,9027,23373358
8710,Romania,1992,25.46,0.86,3.77,23.58,Europe,Non-OECD,Upper middle income,9026,23375828
8711,Romania,1992,27.1,,,,Europe,Non-OECD,Upper middle income,9027,23373358
8712,Romania,1993,22.6,,,,Europe,Non-OECD,Upper middle income,9211,23255995
8713,Romania,1993,26.7,0.9,3.82,23.49,Europe,Non-OECD,Upper middle income,9211,23255995
8714,Romania,1993,22.9,,3.19,,Europe,Non-OECD,Upper middle income,9211,23255995
8715,Romania,1994,27.7,,,,Europe,Non-OECD,Upper middle income,9631,23116175
8716,Romania,1994,26.4,0.89,3.93,23.32,Europe,Non-OECD,Upper middle income,9631,23116175
8717,Romania,1994,28.2,1.01,4.21,22.46,Europe,Non-OECD,Upper middle income,9631,23115814
8718,Romania,1994,28.6,1.01,4.29,22.2,Europe,Non-OECD,Upper middle income,9631,23116175
8719,Romania,1994,33,,,,Europe,Non-OECD,Upper middle income,9631,23116175
8720,Romania,1995,31.2,1.18,4.96,20.94,Europe,Non-OECD,Upper middle income,10299,22964746
8721,Romania,1995,28.6,1.04,4.25,22.49,Europe,Non-OECD,Upper middle income,10299,22964746
8722,Romania,1995,32.1,1.23,5.25,20.36,Europe,Non-OECD,Upper middle income,10299,22964746
8723,Romania,1995,30.1,1.11,4.68,21.39,Europe,Non-OECD,Upper middle income,10299,22964746
8724,Romania,1995,31.8,1.22,4.98,20.74,Europe,Non-OECD,Upper middle income,10299,22964746
8725,Romania,1995,29,1.06,4.27,22.37,Europe,Non-OECD,Upper middle income,10299,22964746
8726,Romania,1995,28.7,,,,Europe,Non-OECD,Upper middle income,10298,22965111
8727,Romania,1995,30.6,1.19,4.92,21.1,Europe,Non-OECD,Upper middle income,10298,22965111
8728,Romania,1996,30.5,,,,Europe,Non-OECD,Upper middle income,10776,22804165
8729,Romania,1996,30.2,1.15,4.76,21.46,Europe,Non-OECD,Upper middle income,10776,22804165
8730,Romania,1997,30.5,1.14,4.76,21.39,Europe,Non-OECD,Upper middle income,10329,22637600
8731,Romania,1997,28.2,1.02,4.16,22.78,Europe,Non-OECD,Upper middle income,10329,22637600
8732,Romania,1997,31.2,1.17,5,20.93,Europe,Non-OECD,Upper middle income,10329,22637600
8733,Romania,1997,29.4,1.07,4.52,21.89,Europe,Non-OECD,Upper middle income,10329,22637600
8734,Romania,1997,30.3,1.13,4.62,21.57,Europe,Non-OECD,Upper middle income,10329,22637600
8735,Romania,1997,27.7,1,4,23.07,Europe,Non-OECD,Upper middle income,10329,22637600
8736,Romania,1997,35.2,,,,Europe,Non-OECD,Upper middle income,10332,22632805
8737,Romania,1997,30.5,1.13,4.68,21.66,Europe,Non-OECD,Upper middle income,10332,22632805
8738,Romania,1997,30.4,1.08,4.41,22.01,Europe,Non-OECD,Upper middle income,10332,22632805
8739,Romania,1998,35.8,,,,Europe,Non-OECD,Upper middle income,10201,22458077
8740,Romania,1998,29.8,1.09,4.5,22.04,Europe,Non-OECD,Upper middle income,10201,22458077
8741,Romania,1998,31.08,1.16,4.9,20.83,Europe,Non-OECD,Upper middle income,10197,22466292
8742,Romania,1999,37.2,,,,Europe,Non-OECD,Upper middle income,10240,22288057
8743,Romania,1999,29.9,1.03,4.44,22.11,Europe,Non-OECD,Upper middle income,10240,22288057
8744,Romania,1999,29.42,1.07,4.46,21.85,Europe,Non-OECD,Upper middle income,10235,22298122
8745,Romania,2000,29,,,,Europe,Non-OECD,Upper middle income,10563,22137424
8746,Romania,2000,40.6,,,,Europe,Non-OECD,Upper middle income,10568,22128128
8747,Romania,2000,31,1.12,4.78,21.33,Europe,Non-OECD,Upper middle income,10568,22128128
8748,Romania,2000,29.32,1.07,4.45,21.86,Europe,Non-OECD,Upper middle income,10563,22137424
8749,Romania,2001,30,,,,Europe,Non-OECD,Upper middle income,11189,21989354
8750,Romania,2001,38.8,,,,Europe,Non-OECD,Upper middle income,11192,21984135
8751,Romania,2001,35.3,,,,Europe,Non-OECD,Upper middle income,11192,21984135
8752,Romania,2001,29.43,1.07,4.51,21.73,Europe,Non-OECD,Upper middle income,11189,21989354
8753,Romania,2002,30,,,,Europe,Non-OECD,Upper middle income,11901,21853278
8754,Romania,2002,39.1,,,,Europe,Non-OECD,Upper middle income,11900,21854676
8755,Romania,2002,34.9,,,,Europe,Non-OECD,Upper middle income,11900,21854676
8756,Romania,2002,30.23,1.12,4.71,21.3,Europe,Non-OECD,Upper middle income,11901,21853278
8757,Romania,2003,35.8,,,,Europe,Non-OECD,Upper middle income,12249,21728919
8758,Romania,2003,35.2,,,,Europe,Non-OECD,Upper middle income,12249,21728919
8759,Romania,2003,29.91,1.1,4.58,21.56,Europe,Non-OECD,Upper middle income,12254,21720402
8760,Romania,2004,36.7,,,,Europe,Non-OECD,Upper middle income,13613,21591164
8761,Romania,2004,35.9,,,,Europe,Non-OECD,Upper middle income,13613,21591164
8762,Romania,2004,30.04,1.1,4.65,21.36,Europe,Non-OECD,Upper middle income,13621,21577890
8763,Romania,2005,39.5,,,,Europe,Non-OECD,Upper middle income,14355,21431018
8764,Romania,2005,36.1,,,,Europe,Non-OECD,Upper middle income,14355,21431018
8765,Romania,2005,29.82,1.09,4.59,21.55,Europe,Non-OECD,Upper middle income,14364,21417288
8766,Romania,2006,40.2,,,,Europe,Non-OECD,Upper middle income,15644,21243922
8767,Romania,2006,36.4,,,,Europe,Non-OECD,Upper middle income,15644,21243922
8768,Romania,2006,39.64,1.83,8.93,15.87,Europe,Non-OECD,Upper middle income,15651,21234312
8769,Romania,2006,30.46,1.13,4.74,21.18,Europe,Non-OECD,Upper middle income,15651,21234312
8770,Romania,2007,38.3,1.72,8.15,16.5,Europe,Non-OECD,Upper middle income,16943,21034196
8771,Romania,2007,37.5,,,,Europe,Non-OECD,Upper middle income,16941,21036111
8772,Romania,2007,39.3,,,,Europe,Non-OECD,Upper middle income,16941,21036111
8773,Romania,2007,37.55,1.62,7.83,16.93,Europe,Non-OECD,Upper middle income,16943,21034196
