Year (2010-2018),country,gini_index_reported,palma,ratio_top20bottom20,bottom40,region_un,OECD=Countries the support the free market,incomegroup,reference_period, gdp_ppp_pc_usd2011 , population 
2011,South Africa,77.1,39.81,271.33,1.6,Africa,Non-OECD,Upper middle income,," $12,119.00 "," 52,263,516.00 "
2012,South Africa,65.5,8.58,37.44,6.16,Africa,Non-OECD,Upper middle income,Year," $12,254.00 "," 52,832,660.00 "
2012,South Africa,60.7,6.1,26.98,7.92,Africa,Non-OECD,Upper middle income,Year," $12,254.00 "," 52,832,660.00 "
2012,South Africa,69.3,11.37,48.76,4.99,Africa,Non-OECD,Upper middle income,Year," $12,254.00 "," 52,832,660.00 "
2012,South Africa,64.9,8.05,35.28,6.5,Africa,Non-OECD,Upper middle income,Year," $12,254.00 "," 52,832,660.00 "
2012,South Africa,66.9,9.31,37.25,5.92,Africa,Non-OECD,Upper middle income,Year," $12,254.00 "," 52,832,660.00 "
2012,South Africa,61.6,6.15,23.99,8.15,Africa,Non-OECD,Upper middle income,Year," $12,254.00 "," 52,832,660.00 "
2015,South Africa,64.8,,,,Africa,Non-OECD,Upper middle income,Year," $12,367.00 "," 55,291,225.00 "
2015,South Africa,71.5,,,,Africa,Non-OECD,Upper middle income,Year," $12,367.00 "," 55,291,225.00 "
2015,South Africa,62.3,7.25,41,6.63,Africa,Non-OECD,Upper middle income,," $12,346.00 "," 55,386,368.00 "
2015,South Africa,63.03,7.07,28.9,7.14,Africa,Non-OECD,Upper middle income,Year," $12,346.00 "," 55,386,368.00 "
2015,South Africa,65.5,,,,Africa,Non-OECD,Upper middle income,," $12,367.00 "," 55,291,225.00 "
2009,South Sudan,46.34,2.66,13.1,12.46,Africa,Non-OECD,Low income,Year,3956," 9,142,258.00 "
1968,Soviet Union,26.2,,,,Europe,Non-OECD,Upper middle income,Month,," 237,165,000.00 "
1972,Soviet Union,26.5,,,,Europe,Non-OECD,Upper middle income,Month,," 246,259,000.00 "
1976,Soviet Union,26,,,,Europe,Non-OECD,Upper middle income,Month,," 255,524,000.00 "
1980,Soviet Union,29,,,,Europe,Non-OECD,Upper middle income,Month,," 264,486,000.00 "
1980,Soviet Union,24.5,0.81,3.58,24,Europe,Non-OECD,Upper middle income,Month,," 264,486,000.00 "
1981,Soviet Union,25.8,,,,Europe,Non-OECD,Upper middle income,Month,," 266,599,000.00 "
1984,Soviet Union,24.9,,,,Europe,Non-OECD,Upper middle income,Month,," 273,800,000.00 "
1985,Soviet Union,28.4,,,,Europe,Non-OECD,Upper middle income,Month,," 276,300,000.00 "
1985,Soviet Union,25.6,0.87,3.73,23.7,Europe,Non-OECD,Upper middle income,Month,," 276,300,000.00 "
1986,Soviet Union,27.6,,,,Europe,Non-OECD,Upper middle income,Month,," 278,784,000.00 "
1988,Soviet Union,29,,,,Europe,Non-OECD,Upper middle income,Month,," 284,015,409.50 "
1988,Soviet Union,26.2,0.9,3.81,23.4,Europe,Non-OECD,Upper middle income,Month,," 284,015,409.50 "
1989,Soviet Union,27.5,,,,Europe,Non-OECD,Upper middle income,Month,," 286,730,819.00 "
1989,Soviet Union,28.9,0.99,4.11,22.6,Europe,Non-OECD,Upper middle income,Month,," 286,730,819.00 "
1989,Soviet Union,27.2,,,,Europe,Non-OECD,Upper middle income,Month,," 286,730,819.00 "
1990,Soviet Union,28.1,,,,Europe,Non-OECD,Upper middle income,Month,," 287,728,000.00 "
1993,Soviet Union,30.5,,,,Europe,Non-OECD,Upper middle income,,,
1965,Spain,32,,,,Europe,OECD,High income,,," 32,241,041.00 "
1965,Spain,39.3,1.78,7.58,16.5,Europe,OECD,High income,Year,," 32,241,041.00 "
1965,Spain,38.9,1.74,7.13,17.1,Europe,OECD,High income,,," 32,241,041.00 "
1973,Spain,34.5,1.51,7.14,17.7,Europe,OECD,High income,Year,," 35,165,557.00 "
1973,Spain,37.1,,6.4,17.83,Europe,OECD,High income,,," 35,165,557.00 "
1973,Spain,34.2,1.37,5.67,19.47,Europe,OECD,High income,Year,," 35,165,557.00 "
1973,Spain,32.1,1.23,5.15,20.44,Europe,OECD,High income,,," 35,165,557.00 "
1973,Spain,36.2,1.51,7.11,17.74,Europe,OECD,High income,Year,," 35,165,557.00 "
1973,Spain,34,1.35,5.72,19.38,Europe,OECD,High income,Year,," 35,165,557.00 "
1973,Spain,33.4,1.31,5.74,19.43,Europe,OECD,High income,Year,," 35,165,557.00 "
1973,Spain,37.6,1.62,8.01,16.66,Europe,OECD,High income,Year,," 35,165,557.00 "
1973,Spain,35.5,1.5,7.05,17.8,Europe,OECD,High income,,," 35,165,557.00 "
1973,Spain,32,1.31,5.44,19.7,Europe,OECD,High income,,," 35,165,557.00 "
1973,Spain,35,1.42,6.68,18.4,Europe,OECD,High income,,," 35,165,557.00 "
1980,Spain,34.5,1.38,6.02,19.09,Europe,OECD,High income,Year,," 37,698,200.00 "
1980,Spain,32,1.21,5.32,20.19,Europe,OECD,High income,Year,," 37,698,200.00 "
1980,Spain,33.3,1.3,5.52,19.73,Europe,OECD,High income,Year,," 37,698,200.00 "
1980,Spain,31.4,1.17,5.08,20.53,Europe,OECD,High income,Year,," 37,698,200.00 "
1980,Spain,26.8,,4.25,22.37,Europe,OECD,High income,,," 37,796,795.00 "
1980,Spain,33.7,1.33,5.64,19.65,Europe,OECD,High income,Year,," 37,796,795.00 "
1980,Spain,31,1.15,4.9,20.97,Europe,OECD,High income,,," 37,796,795.00 "
1980,Spain,34.2,1.36,6.23,18.68,Europe,OECD,High income,Year,," 37,796,795.00 "
1980,Spain,33.2,1.29,5.49,19.78,Europe,OECD,High income,Year,," 37,796,795.00 "
1980,Spain,31.9,1.2,5.25,20.22,Europe,OECD,High income,Year,," 37,796,795.00 "
1980,Spain,35.6,1.45,7.06,17.7,Europe,OECD,High income,Year,," 37,796,795.00 "
1985,Spain,34.4,1.38,5.88,19.36,Europe,OECD,High income,Year,," 38,733,868.00 "
1985,Spain,31.5,1.19,5.03,20.81,Europe,OECD,High income,Year,," 38,733,868.00 "
1985,Spain,31.2,1.16,4.96,20.75,Europe,OECD,High income,Year,," 38,733,868.00 "
1985,Spain,29.4,1.05,4.51,21.57,Europe,OECD,High income,Year,," 38,733,868.00 "
1985,Spain,25.2,,3.56,23.56,Europe,OECD,High income,,," 38,835,884.00 "
1986,Spain,26,,3.9,23.4,Europe,OECD,High income,,," 38,958,074.00 "
1987,Spain,25.8,,3.75,23.48,Europe,OECD,High income,,," 39,057,213.00 "
1988,Spain,24.4,,3.55,23.89,Europe,OECD,High income,,," 39,141,605.00 "
1988,Spain,31.5,,,,Europe,OECD,High income,,," 39,141,605.00 "
1989,Spain,25.9,,4.21,22.71,Europe,OECD,High income,,," 39,221,740.00 "
1990,Spain,31.9,1.22,5.16,20.45,Europe,OECD,High income,Year,23556," 39,202,524.00 "
1990,Spain,30.2,1.1,4.72,21.25,Europe,OECD,High income,Year,23556," 39,202,524.00 "
1990,Spain,36.1,1.49,6.95,17.86,Europe,OECD,High income,Year,23556," 39,202,524.00 "
1990,Spain,35.2,1.4,6.87,18.05,Europe,OECD,High income,Year,23556," 39,202,524.00 "
1990,Spain,31.6,1.2,5.02,20.76,Europe,OECD,High income,Year,23494," 39,306,102.00 "
1990,Spain,29.3,1.06,4.45,21.92,Europe,OECD,High income,,23494," 39,306,102.00 "
1990,Spain,33,1.27,5.7,19.48,Europe,OECD,High income,Year,23494," 39,306,102.00 "
1990,Spain,31.8,1.2,5.05,20.55,Europe,OECD,High income,Year,23494," 39,306,102.00 "
1990,Spain,30.8,1.14,4.89,20.82,Europe,OECD,High income,Year,23494," 39,306,102.00 "
1990,Spain,34.9,1.39,6.61,18.11,Europe,OECD,High income,Year,23494," 39,306,102.00 "
1990,Spain,30.8,,,,Europe,OECD,High income,,23494," 39,306,102.00 "
1990,Spain,42.9,,,,Europe,OECD,High income,,23494," 39,306,102.00 "
1994,Spain,35,,,,Europe,OECD,High income,,24354," 39,764,562.00 "
1995,Spain,36.8,1.55,7.1,17.76,Europe,OECD,High income,Year,25011," 39,787,416.00 "
1995,Spain,35.6,1.44,6.59,18.34,Europe,OECD,High income,Year,25011," 39,787,416.00 "
1995,Spain,34,1.32,5.86,19,Europe,OECD,High income,Year,25011," 39,787,416.00 "
1996,Spain,34,1.37,5.86,19,Europe,OECD,High income,Year,25602," 39,908,960.00 "
1996,Spain,23.7,,,,Europe,OECD,High income,,25538," 40,009,324.00 "
1997,Spain,35,1.44,7,18,Europe,OECD,High income,Year,26463," 40,035,284.00 "
1998,Spain,34,1.32,5.86,19,Europe,OECD,High income,Year,27488," 40,201,564.00 "
1998,Spain,32.7,1.28,5.12,20.48,Europe,OECD,High income,Year,27426," 40,292,642.00 "
1998,Spain,31.6,1.21,4.91,21,Europe,OECD,High income,Year,27426," 40,292,642.00 "
1998,Spain,35,1.42,6.21,18.78,Europe,OECD,High income,Year,27426," 40,292,642.00 "
1999,Spain,33,1.25,5.71,20,Europe,OECD,High income,Year,28542," 40,454,472.00 "
1999,Spain,33.2,1.31,5.22,20.34,Europe,OECD,High income,Year,28482," 40,539,723.00 "
1999,Spain,32.2,1.25,5.01,20.78,Europe,OECD,High income,Year,28482," 40,539,723.00 "
1999,Spain,35.6,1.48,6.34,18.51,Europe,OECD,High income,Year,28482," 40,539,723.00 "
2000,Spain,34.3,1.37,5.91,19.24,Europe,OECD,High income,Year,29779," 40,824,748.00 "
2000,Spain,33.7,1.32,5.78,19.16,Europe,OECD,High income,Year,29779," 40,824,748.00 "
2000,Spain,32,1.25,5.71,20,Europe,OECD,High income,Year,29779," 40,824,748.00 "
2000,Spain,32.6,1.28,5.1,20.61,Europe,OECD,High income,Year,29721," 40,903,711.00 "
2000,Spain,31.3,1.2,4.83,21.2,Europe,OECD,High income,Year,29721," 40,903,711.00 "
2000,Spain,34.7,1.41,6.14,18.95,Europe,OECD,High income,Year,29721," 40,903,711.00 "
2001,Spain,33,1.25,5.71,20,Europe,OECD,High income,Year,30599," 41,319,428.00 "
2001,Spain,32.5,1.27,5.06,20.65,Europe,OECD,High income,Year,30546," 41,392,103.00 "
2001,Spain,31.3,1.2,4.84,21.13,Europe,OECD,High income,Year,30546," 41,392,103.00 "
2001,Spain,34.9,1.42,6.21,18.76,Europe,OECD,High income,Year,30546," 41,392,103.00 "
2002,Spain,31,,,,Europe,OECD,High income,Year,31030," 41,919,592.00 "
2002,Spain,32.4,1.26,5,20.71,Europe,OECD,High income,Year,30981," 41,985,520.00 "
2002,Spain,31,1.18,4.71,21.41,Europe,OECD,High income,Year,30981," 41,985,520.00 "
2002,Spain,34.6,1.4,6.04,19.02,Europe,OECD,High income,Year,30981," 41,985,520.00 "
2003,Spain,31.8,1.19,5.44,20.16,Europe,OECD,High income,Year,31510," 42,596,452.00 "
2003,Spain,31.8,1.23,4.85,21,Europe,OECD,High income,Year,31468," 42,653,406.00 "
2003,Spain,30.3,1.13,4.56,21.74,Europe,OECD,High income,Year,31468," 42,653,406.00 "
2003,Spain,33.8,1.34,5.82,19.34,Europe,OECD,High income,Year,31468," 42,653,406.00 "
2004,Spain,33.2,1.28,5.76,19.47,Europe,OECD,High income,Year,31974," 43,308,344.00 "
2004,Spain,31.6,1.17,5.37,19.94,Europe,OECD,High income,Year,31974," 43,308,344.00 "
2004,Spain,31,1.15,5.25,20.3,Europe,OECD,High income,Year,31974," 43,308,344.00 "
2004,Spain,33.3,1.28,5.84,19.38,Europe,OECD,High income,Year,31974," 43,308,344.00 "
2004,Spain,31.3,1.19,4.76,21.23,Europe,OECD,High income,Year,31942," 43,351,668.00 "
2004,Spain,29.6,1.1,4.42,22.05,Europe,OECD,High income,Year,31942," 43,351,668.00 "
2004,Spain,33.1,1.3,5.53,19.78,Europe,OECD,High income,Year,31942," 43,351,668.00 "
2005,Spain,32.2,1.2,5.52,19.8,Europe,OECD,High income,Year,32628," 44,019,116.00 "
2005,Spain,32.43,1.23,5.64,19.79,Europe,OECD,High income,Year,32628," 44,019,116.00 "
2005,Spain,31.8,1.22,4.86,20.97,Europe,OECD,High income,Year,32611," 44,042,632.00 "
2005,Spain,30.2,1.13,4.51,21.84,Europe,OECD,High income,Year,32611," 44,042,632.00 "
2005,Spain,33.4,1.32,5.63,19.68,Europe,OECD,High income,Year,32611," 44,042,632.00 "
2006,Spain,31.9,1.2,5.56,19.8,Europe,OECD,High income,Year,33451," 44,728,564.00 "
2006,Spain,33.54,1.3,6.02,19.18,Europe,OECD,High income,Year,33451," 44,728,564.00 "
2007,Spain,32.1,1.2,5.5,19.99,Europe,OECD,High income,Year,34177," 45,429,072.00 "
2007,Spain,30.7,1.11,5.14,20.44,Europe,OECD,High income,Year,34177," 45,429,072.00 "
2007,Spain,31.9,1.19,5.48,19.9,Europe,OECD,High income,Year,34177," 45,429,072.00 "
2007,Spain,32.4,,,,Europe,OECD,High income,Year,34203," 45,393,858.00 "
2007,Spain,35.4,,,,Europe,OECD,High income,Year,34203," 45,393,858.00 "
2007,Spain,44.9,,,,Europe,OECD,High income,Year,34203," 45,393,858.00 "
2007,Spain,34.14,1.35,6.1,18.97,Europe,OECD,High income,Year,34177," 45,429,072.00 "
2008,Spain,32.4,1.22,5.58,19.8,Europe,OECD,High income,Year,34079," 46,068,812.00 "
2008,Spain,32.7,,,,Europe,OECD,High income,Year,34131," 45,997,806.00 "
2008,Spain,36.1,,,,Europe,OECD,High income,Year,34131," 45,997,806.00 "
2008,Spain,46.3,,,,Europe,OECD,High income,Year,34131," 45,997,806.00 "
2008,Spain,34.22,1.35,6.21,18.87,Europe,OECD,High income,Year,34079," 46,068,812.00 "
2009,Spain,32.9,1.25,5.84,19.5,Europe,OECD,High income,Year,32498," 46,583,568.00 "
2009,Spain,33.3,,,,Europe,OECD,High income,Year,32573," 46,476,072.00 "
2009,Spain,36.7,,,,Europe,OECD,High income,Year,32573," 46,476,072.00 "
2009,Spain,48.6,,,,Europe,OECD,High income,Year,32573," 46,476,072.00 "
2009,Spain,34.93,1.4,6.56,18.52,Europe,OECD,High income,Year,32498," 46,583,568.00 "
2010,Spain,34.8,1.37,6.87,18.15,Europe,OECD,High income,Year," $32,262.00 "," 46,931,012.00 "
2010,Spain,33.3,1.26,6.27,18.77,Europe,OECD,High income,Year," $32,262.00 "," 46,931,012.00 "
2010,Spain,33.5,1.28,6.17,19.2,Europe,OECD,High income,Year," $32,262.00 "," 46,931,012.00 "
2010,Spain,33.9,,,,Europe,OECD,High income,Year," $32,360.00 "," 46,788,630.00 "
2010,Spain,37.6,,,,Europe,OECD,High income,Year," $32,360.00 "," 46,788,630.00 "
2010,Spain,50.5,,,,Europe,OECD,High income,Year," $32,360.00 "," 46,788,630.00 "
2010,Spain,35.25,1.42,6.59,18.31,Europe,OECD,High income,Year," $32,262.00 "," 46,931,012.00 "
2011,Spain,34,1.32,6.23,18.9,Europe,OECD,High income,Year," $31,836.00 "," 47,084,244.00 "
2011,Spain,34.1,,,,Europe,OECD,High income,Year," $31,954.00 "," 46,909,138.00 "
2011,Spain,37.6,,,,Europe,OECD,High income,Year," $31,954.00 "," 46,909,138.00 "
2011,Spain,50.5,,,,Europe,OECD,High income,Year," $31,954.00 "," 46,909,138.00 "
2011,Spain,35.7,1.45,6.96,17.81,Europe,OECD,High income,Year," $31,836.00 "," 47,084,244.00 "
2012,Spain,34.2,1.32,6.43,18.7,Europe,OECD,High income,Year," $30,917.00 "," 47,063,060.00 "
2012,Spain,33.4,,,,Europe,OECD,High income,Year," $31,053.00 "," 46,857,404.00 "
2012,Spain,37.1,,,,Europe,OECD,High income,Year," $31,053.00 "," 46,857,404.00 "
2012,Spain,50.9,,,,Europe,OECD,High income,Year," $31,053.00 "," 46,857,404.00 "
2012,Spain,35.41,1.43,6.85,18.02,Europe,OECD,High income,Year," $30,917.00 "," 47,063,060.00 "
2013,Spain,36.3,1.5,7.43,17.32,Europe,OECD,High income,Year," $30,476.00 "," 46,930,556.00 "
2013,Spain,34.3,1.34,6.5,18.36,Europe,OECD,High income,Year," $30,476.00 "," 46,930,556.00 "
2013,Spain,39.4,1.78,8.74,15.89,Europe,OECD,High income,Year," $30,476.00 "," 46,930,556.00 "
2013,Spain,37.9,1.63,7.78,16.56,Europe,OECD,High income,Year," $30,476.00 "," 46,930,556.00 "
2013,Spain,33.7,1.3,6.27,18.9,Europe,OECD,High income,Year," $30,476.00 "," 46,930,556.00 "
2013,Spain,34.5,,,,Europe,OECD,High income,Year," $30,628.00 "," 46,697,553.00 "
2013,Spain,38.1,,,,Europe,OECD,High income,Year," $30,628.00 "," 46,697,553.00 "
2013,Spain,52.3,,,,Europe,OECD,High income,Year," $30,628.00 "," 46,697,553.00 "
2013,Spain,36.18,1.49,7.38,17.37,Europe,OECD,High income,Year," $30,476.00 "," 46,930,556.00 "
2014,Spain,34.7,1.36,6.77,18.2,Europe,OECD,High income,Year," $30,997.00 "," 46,777,924.00 "
2014,Spain,34.4,,,,Europe,OECD,High income,Year," $31,168.00 "," 46,521,827.00 "
2014,Spain,38.3,,,,Europe,OECD,High income,Year," $31,168.00 "," 46,521,827.00 "
2014,Spain,52.5,,,,Europe,OECD,High income,Year," $31,168.00 "," 46,521,827.00 "
2014,Spain,36.05,1.48,7.35,17.53,Europe,OECD,High income,Year," $30,997.00 "," 46,777,924.00 "
2015,Spain,34.6,1.36,6.88,18.2,Europe,OECD,High income,Year," $32,200.00 "," 46,671,916.00 "
2015,Spain,34.5,,,,Europe,OECD,High income,Year," $32,390.00 "," 46,397,664.00 "
2015,Spain,38.1,,,,Europe,OECD,High income,Year," $32,390.00 "," 46,397,664.00 "
2015,Spain,52.5,,,,Europe,OECD,High income,Year," $32,390.00 "," 46,397,664.00 "
2015,Spain,36.18,1.5,7.3,17.51,Europe,OECD,High income,Year," $32,200.00 "," 46,671,916.00 "
2016,Spain,35.8,1.46,7.2,17.74,Europe,OECD,High income,Year," $33,249.00 "," 46,634,132.00 "
2016,Spain,33.9,1.31,6.38,18.59,Europe,OECD,High income,Year," $33,249.00 "," 46,634,132.00 "
2016,Spain,39.1,1.75,8.54,16.18,Europe,OECD,High income,Year," $33,249.00 "," 46,634,132.00 "
2016,Spain,37.6,1.61,7.72,16.73,Europe,OECD,High income,Year," $33,249.00 "," 46,634,132.00 "
2016,Spain,34.5,1.35,6.56,18.4,Europe,OECD,High income,Year," $33,249.00 "," 46,634,132.00 "
2016,Spain,34.1,1.32,6.49,18.49,Europe,OECD,High income,," $33,249.00 "," 46,634,132.00 "
2017,Spain,34.1,1.32,6.59,18.5,Europe,OECD,High income,Year," $34,229.00 "," 46,647,424.00 "
2018,Spain,33.2,1.27,6.02,19.1,Europe,OECD,High income,Year," $35,079.00 "," 46,692,864.00 "
1953,Sri Lanka,48.3,2.8,10.35,14.5,Asia,Non-OECD,Lower middle income,Month,," 8,417,119.00 "
1953,Sri Lanka,52,3.3,12.26,13.1,Asia,Non-OECD,Lower middle income,Year,," 8,417,119.00 "
1953,Sri Lanka,46,,,,Asia,Non-OECD,Lower middle income,,," 8,417,119.00 "
1963,Sri Lanka,46,2.69,11.76,13.66,Asia,Non-OECD,Lower middle income,Month,," 10,597,520.00 "
1963,Sri Lanka,27.4,,,,Asia,Non-OECD,Lower middle income,,," 10,597,520.00 "
1963,Sri Lanka,50.8,3.31,14.53,11.9,Asia,Non-OECD,Lower middle income,Year,," 10,597,520.00 "
1963,Sri Lanka,46.8,2.7,13.78,12.5,Asia,Non-OECD,Lower middle income,Year,," 10,597,520.00 "
1963,Sri Lanka,54.1,3.99,16.66,10.7,Asia,Non-OECD,Lower middle income,Year,," 10,597,520.00 "
1963,Sri Lanka,29.3,1.09,4.43,22.9,Asia,Non-OECD,Lower middle income,Year,," 10,597,520.00 "
1963,Sri Lanka,49,,,,Asia,Non-OECD,Lower middle income,,," 10,597,520.00 "
1963,Sri Lanka,45,,,,Asia,Non-OECD,Lower middle income,,," 10,597,520.00 "
1963,Sri Lanka,44,,11.62,13.7,Asia,Non-OECD,Lower middle income,,," 10,597,520.00 "
1970,Sri Lanka,35.6,,5.8,19.2,Asia,Non-OECD,Lower middle income,,," 12,485,756.00 "
1970,Sri Lanka,31.2,,4.77,21.2,Asia,Non-OECD,Lower middle income,,," 12,485,756.00 "
1970,Sri Lanka,37.8,1.65,6.16,17.9,Asia,Non-OECD,Lower middle income,Year,," 12,485,756.00 "
1970,Sri Lanka,20.5,0.7,2.53,27.6,Asia,Non-OECD,Lower middle income,Year,," 12,485,756.00 "
1970,Sri Lanka,34.6,1.37,4.92,19.4,Asia,Non-OECD,Lower middle income,Year,," 12,485,756.00 "
1970,Sri Lanka,41.4,1.99,7.67,15.8,Asia,Non-OECD,Lower middle income,Year,," 12,485,756.00 "
1970,Sri Lanka,35.2,1.42,5.9,18.6,Asia,Non-OECD,Lower middle income,Year,," 12,485,756.00 "
1970,Sri Lanka,27.3,0.97,3.91,23.1,Asia,Non-OECD,Lower middle income,Year,," 12,485,756.00 "
1970,Sri Lanka,41,1.94,7.79,16.3,Asia,Non-OECD,Lower middle income,Year,," 12,485,756.00 "
1973,Sri Lanka,35.2,1.45,5.99,19.29,Asia,Non-OECD,Lower middle income,Month,," 13,252,087.00 "
1973,Sri Lanka,40.9,1.93,9.08,15.3,Asia,Non-OECD,Lower middle income,Year,," 13,252,087.00 "
1973,Sri Lanka,37.3,1.57,7.68,17.1,Asia,Non-OECD,Lower middle income,Year,," 13,252,087.00 "
1973,Sri Lanka,39.9,1.83,8.58,16.2,Asia,Non-OECD,Lower middle income,Year,," 13,252,087.00 "
1973,Sri Lanka,37.7,1.66,6.04,19.2,Asia,Non-OECD,Lower middle income,Year,," 13,252,087.00 "
1973,Sri Lanka,32.1,,5.06,21.5,Asia,Non-OECD,Lower middle income,,," 13,252,087.00 "
1973,Sri Lanka,35,,,,Asia,Non-OECD,Lower middle income,,," 13,252,087.00 "
1973,Sri Lanka,37.5,,,,Asia,Non-OECD,Lower middle income,,," 13,252,087.00 "
1973,Sri Lanka,43.2,,,,Asia,Non-OECD,Lower middle income,,," 13,252,087.00 "
1979,Sri Lanka,44,2.23,8.7,16.06,Asia,Non-OECD,Lower middle income,Month,," 14,788,607.00 "
1979,Sri Lanka,44,,,,Asia,Non-OECD,Lower middle income,,," 14,788,607.00 "
1980,Sri Lanka,42,,,,Asia,Non-OECD,Lower middle income,,," 15,035,856.00 "
1980,Sri Lanka,45.4,,9.11,15.6,Asia,Non-OECD,Lower middle income,Month,," 15,035,856.00 "
1982,Sri Lanka,45,2.43,9.04,15.32,Asia,Non-OECD,Lower middle income,Month,," 15,502,515.00 "
1982,Sri Lanka,37,,,,Asia,Non-OECD,Lower middle income,Month,," 15,502,515.00 "
1982,Sri Lanka,45,,,,Asia,Non-OECD,Lower middle income,,," 15,502,515.00 "
1985,Sri Lanka,32.47,1.28,4.96,20.66,Asia,Non-OECD,Upper middle income,Year,," 16,176,282.00 "
1986,Sri Lanka,46,,,,Asia,Non-OECD,Lower middle income,Month,," 16,412,711.00 "
1987,Sri Lanka,38.8,,,,Asia,Non-OECD,Lower middle income,,," 16,647,945.00 "
1991,Sri Lanka,43,,,,Asia,Non-OECD,Lower middle income,Month,3733," 17,539,633.00 "
1991,Sri Lanka,43.6,2.4,9.46,15.13,Asia,Non-OECD,Lower middle income,Month,3733," 17,539,633.00 "
1991,Sri Lanka,32.45,1.29,4.77,21.28,Asia,Non-OECD,Upper middle income,Year,3734," 17,535,732.00 "
1996,Sri Lanka,46,2.28,9.28,15.2,Asia,Non-OECD,Lower middle income,,4600," 18,372,120.00 "
1996,Sri Lanka,36,,,,Asia,Non-OECD,Lower middle income,,4600," 18,372,120.00 "
1996,Sri Lanka,46.6,2.76,10.69,14.03,Asia,Non-OECD,Lower middle income,Month,4600," 18,372,120.00 "
1996,Sri Lanka,35.4,1.47,5.51,19.65,Asia,Non-OECD,Upper middle income,Year,4601," 18,367,290.00 "
2000,Sri Lanka,56.6,5.99,26.69,8.96,Asia,Non-OECD,Lower middle income,Month,5542," 18,781,938.00 "
2000,Sri Lanka,27.6,0.99,4.04,23.02,Asia,Non-OECD,Lower middle income,Month,5542," 18,781,938.00 "
2002,Sri Lanka,47,2.71,11,13.9,Asia,Non-OECD,Lower middle income,,5590," 19,059,300.00 "
2002,Sri Lanka,41,,,,Asia,Non-OECD,Lower middle income,,5590," 19,059,300.00 "
2002,Sri Lanka,40.96,1.95,7.15,17.04,Asia,Non-OECD,Upper middle income,Year,5589," 19,062,476.00 "
2007,Sri Lanka,49,3.04,12.16,13.2,Asia,Non-OECD,Lower middle income,,7339," 19,810,789.00 "
2007,Sri Lanka,41,,,,Asia,Non-OECD,Lower middle income,,7339," 19,810,789.00 "
2007,Sri Lanka,40.25,1.88,6.95,17.4,Asia,Non-OECD,Upper middle income,Year,7328," 19,842,044.00 "
2010,Sri Lanka,49,3.06,12.95,13,Asia,Non-OECD,Lower middle income,," $8,530.00 "," 20,198,353.00 "
2010,Sri Lanka,37,,,,Asia,Non-OECD,Lower middle income,," $8,530.00 "," 20,198,353.00 "
2010,Sri Lanka,36.39,1.55,5.81,19.21,Asia,Non-OECD,Upper middle income,Year," $8,503.00 "," 20,261,738.00 "
2013,Sri Lanka,48,2.76,11.84,13.75,Asia,Non-OECD,Lower middle income,Year," $10,268.00 "," 20,527,233.00 "
2013,Sri Lanka,40,,,,Asia,Non-OECD,Lower middle income,," $10,268.00 "," 20,527,233.00 "
2013,Sri Lanka,39.16,1.79,6.58,17.98,Asia,Non-OECD,Upper middle income,Year," $10,200.00 "," 20,663,052.00 "
2016,Sri Lanka,45,2.47,10.6,14.4,Asia,Non-OECD,Lower middle income,Year," $11,670.00 "," 20,798,492.00 "
2016,Sri Lanka,41,,,,Asia,Non-OECD,Lower middle income,," $11,670.00 "," 20,798,492.00 "
2016,Sri Lanka,39.81,1.86,6.79,17.69,Asia,Non-OECD,Upper middle income,Year," $11,546.00 "," 21,021,178.00 "
